{0} {1} not allowed to be reposted. You can enable it by adding it '{2}' table in {3}.,{0} {1} nelze znovu zaúčtovat. Povolení lze nastavit přidáním do tabulky '{2}' v {3}.
{0} {1} must be submitted,{0} {1} musí být potvrzeno
{0} {1} is on hold,{0} {1} je pozastaveno
{0} {1} is not submitted,{0} {1} není potvrzeno
{0} {1} is not in any active Fiscal Year,{0} {1} nespadá do žádného aktivního fiskálního roku
{0} {1} is not associated with {2} {3},{0} {1} není přiřazeno k {2} {3}
{0} {1} is not active,{0} {1} není aktivní
{0} {1} is linked with the following submitted documents: {2},{0} {1} je propojeno s následujícími potvrzenými dokumenty: {2}
{0} {1} is fully billed,{0} {1} je plně vyfakturováno
{0} {1} is frozen,{0} {1} je zmrazeno
{0} {1} is disabled,{0} {1} je zakázáno
{0} {1} is closed,{0} {1} je uzavřeno
{0} {1} is cancelled so the action cannot be completed,"{0} {1} je stornováno, akci nelze dokončit"
{0} {1} is cancelled or stopped,{0} {1} je stornováno nebo zastaveno
{0} {1} is cancelled or closed,{0} {1} je stornováno nebo uzavřeno
"{0} {1} is associated with {2}, but Party Account is {3}","{0} {1} je přidruženo k {2}, ale účet protistrany je {3}"
{0} {1} is already linked to Common Code {2}.,{0} {1} je již propojeno se společným kódem {2}.
{0} {1} is allocated twice in this Bank Transaction,{0} {1} je alokováno dvakrát v této bankovní transakci
{0} {1} has not been submitted so the action cannot be completed,"{0} {1} nebylo odesláno, akci nelze dokončit"
{0} {1} has been modified. Please refresh.,{0} {1} bylo změněno. Obnovte prosím stránku.
{0} {1} has already been partly paid. Please use the 'Get Outstanding Invoice' or the 'Get Outstanding Orders' button to get the latest outstanding amounts.,{0} {1} bylo již částečně zaplaceno. Pro získání aktuálních nesplacených částek použijte tlačítko 'Načíst nevyřízenou fakturu' nebo 'Načíst nevyřízené objednávky'.
{0} {1} has already been fully paid.,{0} {1} bylo již plně zaplaceno.
{0} {1} has accounting entries in currency {2} for company {3}. Please select a receivable or payable account with currency {2}.,{0} {1} má účetní záznamy v měně {2} pro společnost {3}. Vyberte prosím pohledávkový nebo závazkový účet s měnou {2}.
"{0} {1} does not exist, select a new target to merge",{0} {1} neexistuje; vyberte nový cíl pro sloučení
{0} {1} does not exist,{0} {1} neexistuje
{0} {1} created,{0} {1} vytvořeno
"{0} {1} cannot be updated. If you need to make changes, we recommend canceling the existing entry and creating a new one.","{0} {1} nelze aktualizovat. Pokud potřebujete provést změny, doporučujeme stávající záznam stornovat a vytvořit nový."
{0} {1} cannot be a leaf node as it has children,"{0} {1} nemůže být listem, protože má podřízené uzly"
"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} nemůže být ""{2}"". Musí být jednou z hodnot ""{3}"""
{0} {1} already exists,{0} {1} již existuje
{0} {1} added to Dashboard {2},{0} {1} přidáno na přehledový panel {2}
{0} {1} Partially Reconciled,{0} {1} částečně odsouhlaseno
{0} {1} Manually,{0} {1} ručně
{0} will be set as the {1} in subsequently scanned items,{0} bude nastaveno jako {1} v následně naskenovaných položkách
{0} will be given as discount.,{0} bude poskytnuto jako sleva.
{0} viewed this,{0} zobrazil/a toto
{0} view is currently unsupported in Custom Financial Report.,Zobrazení {0} není aktuálně podporováno ve vlastním finančním přehledu.
{0} variants created.,Vytvořeno {0} variant.
{0} values selected,{0} hodnot vybráno
{0} valid serial nos for Item {1},{0} platných sériových čísel pro položku {1}
{0} users added to hierarchy,{0} uživatelů přidáno do hierarchie
{0} updated,{0} aktualizováno
{0} units of {1} needed in {2} to complete this transaction.,{0} kusů {1} je potřeba v {2} k dokončení této transakce.
{0} units of {1} needed in {2} on {3} {4} to complete this transaction.,{0} kusů {1} je potřeba v {2} dne {3} {4} k dokončení této transakce.
{0} units of {1} needed in {2} on {3} {4} for {5} to complete this transaction.,{0} kusů {1} je potřeba v {2} dne {3} {4} pro {5} k dokončení této transakce.
{0} units of {1} are required in {2} with the inventory dimension: {3} on {4} {5} for {6} to complete the transaction.,{0} kusů {1} je vyžadováno v {2} s dimenzí zásob: {3} dne {4} {5} pro {6} k dokončení transakce.
{0} units of Item {1} is not available in any of the warehouses. Other Pick Lists exist for this item.,{0} kusů položky {1} není k dispozici v žádném ze skladů. Pro tuto položku existují další výdejní listy.
{0} units of Item {1} is not available in any of the warehouses.,{0} kusů položky {1} není k dispozici v žádném ze skladů.
"{0} units are reserved for Item {1} in Warehouse {2}, please un-reserve the same to {3} the Stock Reconciliation.",{0} kusů je rezervováno pro položku {1} ve skladu {2}; zrušte prosím rezervaci pro {3} inventuru skladu.
{0} un-shared this document with {1},{0} zrušil/a sdílení tohoto dokumentu s {1}
{0} to stop receiving emails of this type,{0} pro zastavení příjmu e-mailů tohoto typu
{0} subscribers added,Přidáno {0} odběratelů
{0} submitted this document {1},{0} odeslal/a tento dokument {1}
{0} submitted this document,{0} odeslal/a tento dokument
{0} should not be same as {1},{0} nesmí být stejné jako {1}
{0} should be indexed because it's referred in dashboard connections,"{0} by mělo být indexováno, protože je odkazováno v připojeních přehledového panelu"
{0} shared this document with {1},{0} sdílel/a tento dokument s {1}
{0} shared this document with everyone,{0} sdílel/a tento dokument se všemi
{0} shared a document {1} {2} with you,{0} s vámi sdílel/a dokument {1} {2}
{0} self assigned this task: {1},{0} si přiřadil/a tento úkol: {1}
{0} saved successfully,{0} bylo úspěšně uloženo
{0} rows to {1},{0} řádků do {1}
{0} rows from {1},{0} řádků z {1}
{0} routing,Směrování {0}
{0} role does not have permission on any doctype,Role {0} nemá oprávnění pro žádný DocType
{0} restricted documents,{0} omezené dokumenty
{0} restricted document,{0} omezený dokument
{0} removed {1} rows from {2},{0} odstranil/a {1} řádků z {2}
{0} removed their assignment.,{0} odstranil/a své přiřazení.
{0} removed attachment {1},{0} odstranil/a přílohu {1}
{0} removed 1 row from {1},{0} odstranil/a 1 řádek z {1}
{0} records will be exported,{0} záznamů bude exportováno
{0} records deleted,{0} záznamů smazáno
{0} records are retained for {1} days.,{0} záznamů je uchováváno po dobu {1} dnů.
{0} records are not automatically deleted.,{0} záznamů není automaticky smazáno.
{0} record deleted,{0} záznam smazán
{0} qty of Item {1} is being received into Warehouse {2} with capacity {3}.,Množství {0} položky {1} je přijímáno do skladu {2} s kapacitou {3}.
{0} payment entries can not be filtered by {1},Platební záznamy {0} nelze filtrovat podle {1}
{0} parameter is invalid,Parametr {0} je neplatný
{0} only.,Pouze {0}.
{0} of {1} records match (filtered on visible rows only),{0} z {1} záznamů odpovídá (filtrováno pouze na viditelné řádky)
{0} of {1} ({2} rows with children),{0} z {1} ({2} řádků s podřízenými)
{0} not found for item {1},{0} nenalezeno pro položku {1}
{0} not allowed to transact with {1}. Please change the Company or add the Company in the 'Allowed To Transact With'-Section in the Customer record.,{0} nemá povoleno obchodovat s {1}. Změňte prosím společnost nebo přidejte společnost do sekce 'Povoleno obchodovat s' v záznamu zákazníka.
{0} not allowed to be renamed,{0} nelze přejmenovat
{0} not a valid State,{0} není platný stav
"{0} must begin and end with a letter and can only contain letters, hyphen or underscore.","{0} musí začínat a končit písmenem a může obsahovat pouze písmena, pomlčku nebo podtržítko."
{0} must be unique,{0} musí být jedinečné
{0} must be set first,{0} musí být nastaveno jako první
{0} must be one of {1},{0} musí být jedním z {1}
{0} must be none of {1},{0} nesmí být žádným z {1}
{0} must be negative in return document,{0} musí být záporné v dokladu o vrácení
{0} must be equal to '{1}',{0} musí být rovno '{1}'
{0} must be beginning with '{1}',{0} musí začínat na '{1}'
{0} must be after {1},{0} musí být po {1}
{0} mentioned you in a comment in {1} {2},{0} vás zmínil/a v komentáři v {1} {2}
{0} logged out: {1},{0} se odhlásil/a: {1}
{0} logged in,{0} se přihlásil/a
{0} last edited this,{0} naposledy upravil/a toto
{0} just impersonated as you. They gave this reason: {1},{0} se právě vydával/a za vás. Uvedený důvod: {1}
{0} items to return,{0} položek k vrácení
{0} items selected,{0} položek vybráno
{0} items returned,{0} položek vráceno
{0} items produced,{0} položek vyrobeno
{0} items lost during process.,{0} položek ztraceno během procesu.
{0} items in progress,{0} položek probíhá
{0} items disassembled,{0} položek rozebráno
{0} is within {1},{0} je v {1}
{0} is set,{0} je nastaveno
{0} is required.,{0} je povinné.
{0} is open. Close the POS or cancel the existing POS Opening Entry to create a new POS Opening Entry.,"{0} je otevřeno. Zavřete pokladní místo nebo stornujte stávající počáteční zápis POS, abyste mohli vytvořit nový."
{0} is one of {1},{0} je jedním z {1}
{0} is on or before {1},{0} je dne nebo před {1}
{0} is on or after {1},{0} je dne nebo po {1}
{0} is on hold till {1},{0} je pozastaveno do {1}
{0} is now default print format for {1} doctype,{0} je nyní výchozí tiskový formát pro DocType {1}
{0} is not the default supplier for any items.,{0} není výchozím dodavatelem žádné položky.
{0} is not set,{0} není nastaveno
{0} is not running. Cannot trigger events for this Document,{0} neběží. Nelze spustit události pro tento dokument
{0} is not one of {1},{0} není jedním z {1}
{0} is not like {1},{0} není podobné {1}
{0} is not equal to {1},{0} se nerovná {1}
{0} is not enabled in {1},{0} není povoleno v {1}
{0} is not an ancestor of {1},{0} není předkem {1}
{0} is not an allowed role for {1},{0} není povolená role pro {1}
{0} is not added in the table,{0} není přidáno v tabulce
{0} is not a zip file,{0} není zip soubor
{0} is not a valid {1} fieldname.,{0} není platný název pole {1}.
{0} is not a valid report format. Report format should one of the following {1},{0} není platný formát přehledu. Formát přehledu musí být jeden z následujících: {1}
{0} is not a valid parentfield for {1},{0} není platné nadřazené pole pro {1}
{0} is not a valid parent DocType for {1},{0} není platný nadřazený DocType pro {1}
{0} is not a valid Workflow State. Please update your Workflow and try again.,{0} není platný stav workflow. Aktualizujte prosím své workflow a zkuste to znovu.
{0} is not a valid Value for Attribute {1} of Item {2}.,{0} není platná hodnota atributu {1} položky {2}.
{0} is not a valid Phone Number,{0} není platné telefonní číslo
{0} is not a valid Name,{0} není platný název
{0} is not a valid ISO 3166 ALPHA-2 code.,{0} není platný kód ISO 3166 ALPHA-2.
{0} is not a valid Email Address,{0} není platná e-mailová adresa
{0} is not a valid DocType for Dynamic Link,{0} není platný DocType pro dynamický odkaz
{0} is not a valid Cron expression.,{0} není platný výraz Cron.
{0} is not a valid Calendar. Redirecting to default Calendar.,{0} není platný kalendář. Přesměrovávám na výchozí kalendář.
{0} is not a valid Accounting Dimension.,{0} není platná účetní dimenze.
{0} is not a stock Item,{0} není skladová položka
{0} is not a raw printing format.,{0} není formát tisku RAW.
{0} is not a group node. Please select a group node as parent cost center,{0} není skupinový uzel. Vyberte prosím skupinový uzel jako nadřazené nákladové středisko
{0} is not a field of doctype {1},{0} není pole DocType {1}
{0} is not a descendant of {1},{0} není potomkem {1}
{0} is not a company bank account,{0} není firemní bankovní účet
{0} is not a CSV file.,{0} není soubor CSV.
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,{0} je povinné. Pravděpodobně není vytvořen záznam směnného kurzu z {1} na {2}.
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},{0} je povinné. Pravděpodobně není vytvořen záznam směnného kurzu z {1} na {2}
{0} is mandatory for account {1},{0} je povinné pro účet {1}
{0} is mandatory for Item {1},{0} je povinné pro položku {1}
{0} is mandatory,{0} je povinné
{0} is like {1},{0} je podobné {1}
{0} is less than {1},{0} je menší než {1}
{0} is less than or equal to {1},{0} je menší nebo rovno {1}
{0} is in Draft. Submit it before creating the Asset.,{0} je ve stavu Koncept. Před vytvořením majetku ho odešlete.
{0} is greater than {1},{0} je větší než {1}
{0} is greater than or equal to {1},{0} je větší nebo rovno {1}
{0} is equal to {1},{0} se rovná {1}
{0} is enabled,{0} je povoleno
{0} is disabled,{0} je zakázáno
{0} is currently {1},{0} je aktuálně {1}
{0} is blocked so this transaction cannot proceed,"{0} je blokováno, transakci nelze dokončit"
{0} is between {1} and {2},{0} je mezi {1} a {2}
{0} is between {1},{0} je mezi {1}
{0} is before {1},{0} je před {1}
{0} is an invalid email address in 'Recipients',{0} je neplatná e-mailová adresa v poli 'Příjemci'
{0} is an invalid email address,{0} je neplatná e-mailová adresa
{0} is an invalid Data field.,{0} je neplatné datové pole.
{0} is an ancestor of {1},{0} je předkem {1}
{0} is already running for {1},{0} již běží pro {1}
{0} is after {1},{0} je po {1}
{0} is added multiple times on rows: {1},{0} je přidáno vícekrát na řádcích: {1}
{0} is a not a valid zip file,{0} není platný zip soubor
{0} is a mandatory field,{0} je povinné pole
{0} is a descendant of {1},{0} je potomkem {1}
{0} is a child table and will be deleted automatically with its parent,{0} je podřízená tabulka a bude automaticky smazána spolu s nadřazeným záznamem
{0} in row {1} cannot have both URL and child items,{0} v řádku {1} nemůže mít zároveň URL a podřízené položky
{0} if you are not redirected within {1} seconds,"{0}, pokud nebudete přesměrováni do {1} sekund"
{0} hours,{0} hodin
{0} has left the conversation in {1} {2},{0} opustil/a konverzaci v {1} {2}
{0} has invalid backtick notation: {1},{0} má neplatnou notaci zpětného apostrofu: {1}
{0} has been submitted successfully,{0} bylo úspěšně odesláno
{0} has been modified after you pulled it. Please pull it again.,"{0} bylo změněno poté, co jste ho stáhli. Stáhněte ho prosím znovu."
{0} has been granted {1} access,{0} byl udělen přístup {1}
{0} has already assigned default value for {1}.,{0} již přiřadilo výchozí hodnotu pro {1}.
{0} has Payment Term based allocation enabled. Select a Payment Term for Row #{1} in Payment References section,{0} má povolenu alokaci podle platebních podmínek. Vyberte platební podmínku pro řádek č. {1} v sekci Platební reference
{0} format could not be determined from the values in this column. Defaulting to {1}.,Formát {0} nelze určit z hodnot v tomto sloupci. Bude použit výchozí formát {1}.
"{0} field cannot be set as unique in {1}, as there are non-unique existing values","Pole {0} nemůže být nastaveno jako jedinečné v {1}, protože existují nejedinečné hodnoty"
{0} equals {1},{0} se rovná {1}
{0} entered twice {1} in Item Taxes,{0} zadáno dvakrát {1} v daních položky
{0} entered twice in Item Tax,{0} zadáno dvakrát v daních položky
{0} does not exist in row {1},{0} neexistuje v řádku {1}
{0} does not contain {1},{0} neobsahuje {1}
{0} does not belong to the Company {1}.,{0} nepatří společnosti {1}.
{0} does not belong to Company {1},{0} nepatří společnosti {1}
"{0} currently has a {1} Supplier Scorecard standing, and RFQs to this supplier should be issued with caution.",{0} má aktuálně hodnocení dodavatele {1} a poptávky tomuto dodavateli je třeba vydávat obezřetně.
"{0} currently has a {1} Supplier Scorecard standing, and Purchase Orders to this supplier should be issued with caution.",{0} má aktuálně hodnocení dodavatele {1} a nákupní objednávky tomuto dodavateli je třeba vydávat obezřetně.
{0} currency must be same as company's default currency. Please select another account.,Měna {0} musí být stejná jako výchozí měna společnosti. Vyberte prosím jiný účet.
{0} creation for the following records will be skipped.,Vytvoření {0} pro následující záznamy bude přeskočeno.
{0} created this document {1},{0} vytvořil/a tento dokument {1}
{0} created this,{0} vytvořil/a toto
{0} created successfully,{0} bylo úspěšně vytvořeno
{0} created,{0} vytvořeno
{0} contains {1},{0} obsahuje {1}
"{0} contains an invalid Fetch From expression, Fetch From can't be self-referential.",{0} obsahuje neplatný výraz Fetch From; Fetch From nemůže být sebereferencující.
{0} changed {1} to {2},{0} změnil/a {1} na {2}
{0} changed the values for {1} {2},{0} změnil/a hodnoty pro {1} {2}
{0} changed the values for {1},{0} změnil/a hodnoty pro {1}
{0} changed the value of {1} {2},{0} změnil/a hodnotu {1} {2}
{0} changed the value of {1},{0} změnil/a hodnotu {1}
{0} cannot be zero,{0} nemůže být nula
{0} cannot be used as a Main Cost Center because it has been used as child in Cost Center Allocation {1},"{0} nelze použít jako hlavní nákladové středisko, protože bylo použito jako podřízené v alokaci nákladového střediska {1}"
{0} cannot be hidden and mandatory without any default value,{0} nemůže být skryté a zároveň povinné bez výchozí hodnoty
{0} cannot be changed with opened Opening Entries.,{0} nelze změnit při otevřených počátečních zápisech.
{0} cannot be amended because it is not cancelled. Please cancel the document before creating an amendment.,"{0} nelze opravit, protože není stornováno. Před vytvořením opravy dokument stornujte."
{0} cancelled this document {1},{0} stornoval/a tento dokument {1}
{0} cancelled this document,{0} stornoval/a tento dokument
{0} can not be negative,{0} nemůže být záporné
{0} can not be more than {1},{0} nemůže být více než {1}
{0} can be either {1} or {2}.,"{0} může být buď {1}, nebo {2}."
{0} attached {1},{0} připojil/a {1}
{0} assigned a {1} {2} to you,{0} vám přiřadil/a {1} {2}
{0} assigned a new task {1} {2} to you,{0} vám přiřadil/a nový úkol {1} {2}
{0} asset cannot be transferred,Majetek {0} nelze převést
{0} are required,{0} jsou povinné
{0} are currently {1},{0} jsou aktuálně {1}
{0} and {1} are mandatory,{0} a {1} jsou povinné
{0} already unsubscribed for {1} {2},{0} již odhlášeno pro {1} {2}
{0} already unsubscribed,{0} již odhlášeno
{0} already has a Parent Procedure {1}.,{0} již má nadřazený postup {1}.
{0} already exists. Select another name,{0} již existuje. Zvolte jiný název
{0} against Sales Order {1},{0} k prodejní objednávce {1}
{0} against Sales Invoice {1},{0} k prodejní faktuře {1}
{0} against Purchase Order {1},{0} k nákupní objednávce {1}
{0} against Bill {1} dated {2},{0} k faktuře {1} ze dne {2}
{0} added {1} rows to {2},{0} přidal/a {1} řádků do {2}
{0} added 1 row to {1},{0} přidal/a 1 řádek do {1}
{0} added,{0} přidáno
{0} account not found while submitting purchase receipt,Účet {0} nebyl nalezen při odesílání příjemky
{0} account is not of type {1},Účet {0} není typu {1}
{0} account is not of company {1},Účet {0} nepatří společnosti {1}
{0} Web page views,{0} zobrazení webové stránky
{0} Tree,Strom {0}
{0} Transaction(s) Reconciled,{0} transakcí odsouhlaseno
{0} Settings,Nastavení {0}
"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item",{0} – uchování vzorku je založeno na šarži; zaškrtněte Má č. šarže pro uchování vzorku položky
{0} Request for {1},Žádost {0} pro {1}
{0} Reports,Přehledy {0}
{0} Report,Přehled {0}
{0} Operations: {1},Operace {0}: {1}
{0} Operating Cost for operation {1},Provozní náklady {0} pro operaci {1}
{0} Number {1} is already used in {2} {3},Číslo {0} {1} je již použito v {2} {3}
{0} Not allowed to change {1} after submission from {2} to {3},{0} – změna {1} po odeslání z {2} na {3} není povolena
{0} Naming Series,Číselná řada {0}
{0} Name,Název {0}
{0} Map,Mapa {0}
{0} List View Settings,Nastavení zobrazení seznamu {0}
{0} List,Seznam: {0}
{0} Liked,{0} se líbí
{0} Google Contacts synced.,Synchronizováno {0} Google Kontaktů.
{0} Google Calendar Events synced.,Synchronizováno {0} událostí Google Kalendáře.
{0} Fields,Pole {0}
{0} Digest,Souhrn {0}
{0} Dashboard,Přehledový panel {0}
{0} Coupon used are {1}. Allowed quantity is exhausted,Kupón {0} byl použit {1}×. Povolené množství bylo vyčerpáno
{0} Chart,Graf {0}
{0} Calendar,Kalendář {0}
{0} Budget for Account {1} against {2} {3} is {4}. It will be exceeded by {5}.,Rozpočet {0} pro účet {1} oproti {2} {3} je {4}. Bude překročen o {5}.
{0} Budget for Account {1} against {2} {3} is {4}. It is already exceeded by {5}.,Rozpočet {0} pro účet {1} oproti {2} {3} je {4}. Již byl překročen o {5}.
{0} Account: {1} ({2}) must be in either customer billing currency: {3} or Company default currency: {4},Účet {0}: {1} ({2}) musí být buď v měně fakturace zákazníka: {3} nebo ve výchozí měně společnosti: {4}
{0} Account not found against Customer {1}.,Účet {0} nebyl nalezen pro zákazníka {1}.
